vote_average,log_budget,log_revenue,log_vote_count,log_user_rating_count,log_keyword_count,runtime
7.7,17.216707972959764,19.73857322141759,8.59711281459211,11.097546375348252,2.302585092994046,81.0
6.9,17.989897843244528,19.386893380288626,7.789040401657477,10.16819522292803,1.9459101490553132,104.0
6.1,16.588099342704055,18.215526375166277,3.5553480614894135,8.000349495324684,1.791759469228055,127.0
7.7,17.909855136853043,19.04895238125583,7.54274354536855,10.236238588355487,3.258096538021482,170.0
6.2,17.87595358575207,0.0,4.955827057601261,9.626283724371975,1.9459101490553132,127.0
5.5,17.370858648025116,17.979850164885512,5.1647859739235145,8.39479954320217,1.6094379124341003,106.0
6.6,17.87595358575207,19.679692817483186,7.085901464365611,10.390071711929085,2.772588722239781,130.0
6.5,17.9426449591384,18.496525393636873,5.298317366548036,9.876938217302591,1.791759469228055,106.0
7.1,17.599700214609808,16.43157455539407,4.290459441148391,8.82585367025321,1.9459101490553132,192.0
5.7,18.400478046838927,16.119826452257225,4.927253685157205,8.047509510981422,1.9459101490553132,119.0
7.8,17.76675429577647,18.570069038747533,7.203405521083095,9.929057828647657,1.791759469228055,178.0
7.2,16.61887099947687,18.72078534381011,5.8998973535824915,10.097943521986084,2.4849066497880004,136.0
6.5,15.201805169084134,15.274125813221904,6.29156913955832,8.714567550836485,2.3978952727983707,98.0
6.1,17.216707972959764,19.173913737668016,7.029087564149662,10.094644957992482,1.6094379124341003,90.0
5.4,17.909855136853043,17.38310091862791,5.41610040220442,8.438582790834326,1.791759469228055,103.0
6.4,17.225006775498976,18.561325974374626,5.723585101952381,10.146747407435162,2.9444389791664403,105.0
6.0,17.72753358339242,17.22675968447894,5.978885764901122,8.475746001502063,2.995732273553991,132.0
7.1,15.096444681204078,17.723525562075203,5.902633333401366,10.111314399738445,2.833213344056216,112.0
6.6,16.300417291085605,17.126053607854647,4.5217885770490405,7.523481312573497,2.0794415416798357,100.0
7.6,16.705882371415992,14.368597651708424,5.733341276897746,9.200087995511831,2.4849066497880004,108.0
7.4,17.19990085520835,18.94446208480134,7.81237820598861,10.885547298181182,2.3978952727983707,129.0
6.0,17.216707972959764,19.35337582964417,6.6293632534374485,10.469908702802991,2.3978952727983707,89.0
7.3,16.213405921671733,17.488353003930516,5.860786223465865,10.075422016443596,3.258096538021482,122.0
6.9,16.300417291085605,0.0,6.720220155135295,10.264059891753556,2.0794415416798357,97.0
6.6,16.118095750958314,0.0,4.394449154672439,7.866338923046544,1.9459101490553132,119.0
6.3,16.759949589762293,0.0,3.4339872044851463,7.884952945759814,2.0794415416798357,117.0
5.4,16.705882371415992,18.621136224439255,6.115892125483034,9.460398455831275,2.302585092994046,101.0
6.7,16.811242881518265,16.873490370985255,5.181783550292085,9.172949982757624,1.9459101490553132,106.0
6.5,16.118095750958314,16.975660524722755,3.6635616461296463,8.109525659752872,2.5649493574615367,116.0
8.1,17.312018149733785,19.606423974684137,8.68541582383069,10.871592443124456,2.70805020110221,127.0
6.7,17.822843761378564,19.66217986714061,7.31986492980897,9.673885691160871,3.332204510175204,81.0
8.1,15.607270193858982,16.96574640621366,8.112227958349724,10.989892298096493,2.0794415416798357,106.0
6.7,16.52356082573315,15.717618233614914,4.983606621708336,9.243678431586693,2.302585092994046,95.0
5.9,17.622173069956816,0.0,4.919980925828125,8.925720273560222,1.791759469228055,96.0
5.8,16.811242881518265,0.0,4.189654742026425,7.805882040228621,1.6094379124341003,101.0
4.4,16.52356082573315,0.0,4.709530201312334,8.661985936317778,1.3862943611198906,88.0
